0,660.058,31.578,1.17922,1.59183,17936,1
1,430.64,28.5542,1.25693,1.5303,17936,1
2,472.458,27.1204,1.10318,1.84262,17936,1
3,346.812,31.0169,1.10748,2.67598,17936,1
4,385.637,30.1246,1.06136,1.55287,17936,1
5,403.97,30.8547,1.00821,1.72625,17936,1
6,386.443,25.3661,0.984357,1.22858,17936,1
7,388.997,31.1878,1.04559,2.06266,17936,1
8,297.232,27.4347,0.941816,2.06411,17936,1
9,319.61,30.832,1.00488,1.83942,17936,1
10,409.483,26.1918,1.02401,1.62726,17936,1
11,386.208,31.0135,1.25939,2.12229,17936,1
12,478.082,29.5581,0.961516,2.35752,17936,1
13,490.8,28.584,0.838524,1.80194,17936,1
14,469.705,27.2191,1.0651,1.62475,17936,1
15,699.803,31.0562,1.08807,1.99383,17936,1
16,754.547,37.1725,1.23771,2.82032,17936,1
17,642.404,30.5648,1.15017,2.89505,17936,1
18,627.994,34.0521,1.59529,2.35327,17936,1
19,566.51,30.9274,1.10314,2.07503,17936,1
20,448.981,30.4796,1.13129,2.83385,17936,1
21,513.212,29.9329,1.11134,2.53691,17936,1
22,603.442,31.172,0.97687,3.12899,17936,1
23,519.616,27.7973,1.0673,2.60218,17936,1
24,461.402,26.5824,1.60344,2.61991,17936,1
25,474.638,29.3316,1.08077,2.2994,17936,1
26,476.705,27.4677,0.933025,2.63485,17936,1
27,533.485,27.6943,0.979217,2.95877,17936,1
28,565.903,34.0673,1.20548,2.45241,17936,1
29,534.591,4.25488,0.28134,0.261024,17936,1
30,557.45,33.9001,1.39251,1.9303,17936,1
31,930.01,31.2709,1.30486,1.26612,17936,1
32,660.148,35.7995,1.01616,2.04375,17936,1
33,965.741,18.8408,0.714402,1.08591,17936,0
34,661.028,16.1771,0.530931,1.16139,17936,0
35,774.508,19.5875,0.77456,1.1062,17936,1
36,664.587,16.7321,0.604153,1.16049,17936,0
37,591.704,18.165,1.27979,1.24866,17936,1
38,2035.37,3.86417,0.320208,0.170515,17936,1
39,626.366,19.1236,0.697613,1.22282,17936,1
40,862.57,17.4726,0.626846,1.231,17936,0
41,639.502,22.1429,0.717904,1.0663,17936,1
42,661.583,23.5594,0.738337,1.25557,17936,1
43,736.687,19.9639,0.537132,1.12198,17936,1
44,711.397,21.684,0.680835,0.978451,17936,1
45,882.601,22.783,0.877355,0.836383,17936,1
46,834.468,20.3434,0.857027,0.918078,17936,1
47,742.104,29.3861,1.53576,1.9155,17936,1
48,1265.07,1.3366,0.262458,0.0610003,17936,1
49,1208.93,1.14835,0.251635,0.032848,17936,1
50,1164.98,0.933739,0.179935,0.0413847,17936,1
51,1093.14,0.924279,0.142985,0.027165,17936,1
52,1203.06,1.29575,0.249907,0.0507784,17936,1
53,1145.79,1.02389,0.233528,0.047306,17936,1
54,1128.2,1.03079,0.172798,0.0415965,17936,1
55,1189.35,0.942262,0.139748,0.0265462,17936,1
56,1165.36,1.01184,0.155434,0.0334991,17936,1
57,1154.68,0.69593,0.160485,0.0373842,17936,1
58,1245.26,0.930244,0.167136,0.0301254,17936,1
59,1158.36,0.797885,0.154567,0.0301935,17936,1
60,1153.5,0.703996,0.11444,0.0672283,17936,1
61,1166.81,1.02765,0.217707,0.0395011,17936,1
62,1160.8,0.987215,0.184795,0.0382326,17936,1
63,1178.08,1.15532,0.215281,0.0493476,17936,1
64,578.634,37.2051,0.904415,2.9065,17936,1
65,466.949,27.7085,0.92897,2.40261,17936,1
66,461.238,33.026,1.03026,2.42239,17936,1
67,428.017,32.8495,1.22351,2.75993,17936,1
68,380.32,30.7947,0.990437,2.05425,17936,1
69,360.653,32.1732,1.09534,2.48134,17936,1
70,336.234,29.7915,0.888213,2.69973,17936,1
71,395.86,23.3631,0.764282,1.2681,17936,1
72,386.874,29.8246,0.802497,1.83819,17936,1
73,400.617,24.897,0.699098,2.155,17936,1
74,371.188,32.4148,1.12332,2.00461,17936,1
75,445.691,27.8014,1.13776,2.01034,17936,1
76,448.125,34.9977,1.03523,2.24142,17936,1
77,560.82,29.4189,1.01331,1.84653,17936,1
78,490.357,1.66759,0.0122028,0.0290795,17936,1
79,617.089,31.7598,1.43072,1.7858,17936,1
80,598.274,37.0962,1.00768,3.8567,17936,1
81,482.014,33.2464,0.892272,3.05657,17936,1
82,526.331,28.3989,0.894181,2.61305,17936,1
83,434.348,5.40968,0.15729,0.300904,17936,0
84,405.825,21.0951,0.606583,2.31138,17936,1
85,467.282,44.5441,1.38707,3.89573,17936,1
86,429.46,27.5566,0.992686,2.09475,17936,1
87,432.822,30.7749,1.09723,2.51239,17936,1
88,455.19,27.1472,0.811086,2.14941,17936,1
89,436.072,30.4761,0.866292,2.32868,17936,1
90,421.994,26.8947,0.979142,2.05071,17936,1
91,438.403,31.5472,0.929402,2.30317,17936,1
92,616.567,29.443,0.688154,2.26805,17936,1
93,513.977,27.2249,0.624738,1.96011,17936,1
94,701.909,32.6813,1.10816,2.7581,17936,1
95,672.468,30.8719,0.75734,2.71124,17936,1
96,647.176,41.666,1.44531,2.81759,17936,1
97,853.135,21.8201,0.63324,1.21395,17936,1
98,889.742,23.0057,0.806343,1.20102,17936,1
99,805.132,16.2347,0.775231,1.01339,17936,0
100,989.843,17.2811,0.78652,1.02747,17936,0
101,690.02,15.5348,0.665231,1.08338,17936,0
102,686.394,17.0593,0.8429,0.818386,17936,0
